id	reg	vb	hinc	hmem	hint	fixline	hcar	sex	agecat	marits	red	empst	hhead	pinc	sim	seg_ls	dog	cat	q40_12	q34#11	q34#12	q34#13	q34#14	q34#15	q34#16	q34#17	q34#18	q34#19	q34#20	q34#21	q34#22	q34#23	q34#24	q34#25	q34#26	q34#27	q34#28	q34#29
2230	11	6	11	4	1	1	2	1	1	1	1	1	1	 	1	5	0	0	6	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
2231	62	4	19	4	1	1	1	2	5	2	1	2	2	19	1	3	1	0	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1
2232	71	2	14	6	1	1	2	2	2	1	2	2	2	22	1	7	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
2233	31	1	15	4	1	2	1	1	1	1	1	1	2	 	1	8	1	0	1	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0
2234	62	1	16	6	1	1	2	2	5	2	2	2	2	30	1	3	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2235	53	3	14	3	1	2	1	1	2	1	3	2	1	18	1	2	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1
2236	21	1	16	2	1	1	1	2	6	2	2	2	2	20	1	6	1	1	1	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0
2237	52	4	16	3	1	2	3	2	4	4	2	6	1	16	1	2	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0
2238	71	5	15	3	1	2	1	2	5	2	1	4	2	20	1	3	0	0	6	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
2239	21	4	16	3	1	2	1	1	3	2	2	2	2	19	1	5	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
2240	11	6	12	4	1	1	2	1	6	2	4	2	1	13	1	6	1	0	1	0	0	0	1	1	1	0	0	1	1	0	0	1	0	0	0	0	0	0
2241	52	1	13	4	1	1	2	2	5	2	4	2	2	17	1	1	0	0	6	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
2242	52	2	14	4	1	2	1	2	4	3	3	2	2	18	1	3	0	0	6	0	1	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0
2243	62	3	14	5	1	2	1	2	5	2	1	2	1	22	1	3	0	0	6	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0
2244	52	2	14	4	1	2	1	2	5	2	2	2	2	20	1	2	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
2245	21	4	14	4	1	1	1	1	2	1	3	1	2	31	1	8	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2246	81	3	17	3	1	2	2	2	2	1	4	1	2	 	1	3	1	1	1	0	1	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0
2247	31	4	14	3	1	2	1	1	4	3	3	4	1	15	1	6	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2248	72	4	15	2	1	1	1	1	4	1	1	1	2	31	1	5	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
2249	81	5	14	3	 	1	2	1	4	2	1	4	1	15	1	3	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
2250	81	1	14	4	1	2	1	1	5	2	2	2	2	17	1	3	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2251	62	1	16	3	1	2	1	1	6	2	1	2	2	21	1	2	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
2252	53	1	16	1	1	1	2	2	2	1	3	1	2	 	1	2	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
2253	71	4	14	2	1	2	2	1	6	2	4	4	1	15	1	6	0	0	1	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0
2254	71	4	15	3	1	1	1	2	6	2	4	2	2	17	1	6	1	1	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0
2255	42	5	13	3	1	2	1	1	2	1	2	2	2	21	1	5	0	0	6	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2256	72	4	15	3	1	1	1	1	6	2	4	4	1	19	1	6	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2257	71	5	19	1	2	2	1	1	6	4	2	9	1	19	1	2	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
2258	62	1	13	5	1	1	2	1	1	1	1	1	2	31	1	1	0	1	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2259	81	1	14	5	1	1	1	2	4	3	2	2	2	18	1	2	1	1	1	0	1	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1
2260	21	3	12	4	1	2	2	2	5	2	1	2	2	22	1	3	1	1	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
2261	61	4	15	5	1	2	1	1	5	2	3	2	1	17	1	1	1	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
2262	21	1	14	2	1	1	1	2	3	3	4	2	2	17	1	3	0	0	6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
2263	42	5	15	2	1	2	2	2	3	1	3	8	1	18	1	6	0	0	6	0	1	0	1	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0
2264	71	1	15	3	1	1	1	2	6	2	3	2	2	20	1	4	0	1	1	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0
2265	42	1	13	4	1	1	2	2	5	2	2	2	1	15	1	3	1	0	4	0	0	0	0	0	1	0	0	1	1	0	0	1	0	1	0	0	0	0
2266	21	2	17	4	1	1	2	1	6	2	4	7	2	 	1	8	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
2267	61	4	29	1	3	2	1	1	6	4	1	7	1	29	1	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
2268	61	3	13	4	1	2	1	1	1	1	2	7	2	 	1	8	0	0	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
2269	32	1	17	3	1	2	1	2	3	2	2	2	2	29	1	3	1	0	1	0	1	0	1	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0
2270	81	3	15	3	1	2	1	2	3	2	3	6	2	22	1	6	0	0	6	0	0	0	1	1	1	0	1	1	1	0	1	0	0	1	0	0	0	0
2271	81	5	14	4	1	2	3	2	6	4	1	9	2	22	1	2	1	0	1	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0
2272	11	6	14	3	1	1	1	1	6	2	3	4	1	17	1	4	1	0	6	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
2273	62	2	15	3	1	2	1	1	6	2	3	2	1	17	1	6	0	0	6	0	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0
2274	42	3	15	4	1	2	2	1	1	1	1	1	2	 	1	1	0	1	6	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2275	11	6	18	2	1	2	1	2	6	2	2	9	2	23	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
2276	71	4	14	4	1	2	1	2	4	2	4	6	2	31	1	3	0	0	6	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0
2277	42	5	13	4	1	2	1	1	6	2	4	2	2	15	1	5	0	0	6	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
2278	71	1	18	3	1	2	1	2	4	2	2	7	2	31	1	3	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2279	21	4	11	5	1	2	1	2	2	1	2	2	2	21	1	7	1	1	1	0	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0
2280	72	1	17	3	1	1	1	2	3	2	2	6	2	22	1	6	0	0	6	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
2281	72	2	14	3	1	2	1	1	6	2	1	9	2	24	2	1	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2282	42	4	17	2	1	2	1	2	5	3	3	2	2	17	1	2	1	0	6	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0
2283	51	2	15	3	2	2	1	1	4	1	4	2	1	17	1	6	0	1	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2284	41	3	13	4	1	1	2	1	1	1	3	2	1	19	1	3	0	0	6	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
2285	62	4	13	3	1	2	1	2	2	3	4	1	2	 	1	6	1	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0
2286	62	5	14	4	1	2	1	1	4	2	2	4	1	15	1	3	0	0	5	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
2287	41	3	16	2	1	1	1	1	6	2	3	9	1	19	1	2	0	0	6	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
2288	62	4	17	3	1	2	1	2	3	2	2	7	2	31	1	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
2289	61	2	27	2	1	2	1	1	2	3	4	1	1	27	1	3	0	0	6	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
2290	61	3	14	3	1	2	1	1	6	2	2	9	2	22	1	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
2291	81	1	14	4	1	1	2	2	5	2	3	2	2	17	1	3	1	0	5	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0
2292	71	1	15	3	1	2	1	1	1	1	1	1	2	31	1	5	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0
2293	81	5	18	4	1	1	1	1	5	2	2	7	2	31	1	6	0	1	1	0	1	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
2294	61	4	13	4	1	2	1	2	1	1	3	1	1	 	1	2	1	1	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
2295	52	2	15	2	1	1	2	2	6	3	4	2	1	17	1	6	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1
2296	72	4	13	4	1	1	2	2	1	1	3	1	2	 	1	2	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
2297	81	4	14	4	1	1	1	1	6	2	1	2	1	15	1	7	1	1	1	0	0	0	1	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0
2298	11	6	13	4	1	1	1	1	1	1	1	1	2	 	1	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
2299	31	1	15	4	1	2	1	1	3	2	1	2	1	18	1	1	0	0	6	0	0	0	1	1	0	1	0	1	1	1	0	1	0	1	1	1	0	0
2300	81	4	18	4	1	2	1	2	6	2	1	7	2	31	1	3	1	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
2301	42	4	14	3	1	1	1	2	5	2	3	2	2	17	1	4	0	0	6	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
2302	11	6	13	4	1	2	1	1	6	2	4	8	1	14	1	3	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
2303	62	5	14	4	1	1	1	1	6	2	4	2	1	15	1	2	0	0	6	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
2304	62	5	18	4	1	2	3	2	5	4	1	2	1	23	1	3	1	0	5	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2305	53	1	14	4	1	2	1	1	5	2	3	2	1	16	1	6	1	0	1	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0
2306	81	5	15	3	1	2	1	1	4	1	2	2	1	15	1	6	0	0	6	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
2307	42	3	13	5	1	2	2	2	5	4	4	2	1	15	1	2	1	1	1	0	0	0	1	1	1	0	0	1	0	0	1	1	0	0	0	0	1	0
2308	72	2	14	5	1	1	1	2	3	2	3	6	2	22	1	3	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2309	52	3	13	5	1	1	1	2	5	2	4	2	2	16	1	2	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
2310	53	2	16	4	1	2	1	1	4	2	3	2	1	17	1	6	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2311	81	3	17	4	1	2	2	2	5	2	3	2	1	17	1	8	0	0	1	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
2312	81	4	13	3	1	2	2	2	2	1	3	1	1	 	1	4	1	1	1	0	0	1	1	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0
2313	11	6	15	3	1	2	1	1	3	2	1	4	1	17	1	3	0	0	6	1	0	0	1	1	0	1	0	1	0	1	1	1	0	0	0	0	0	0
2314	32	3	13	4	1	1	1	2	4	2	4	6	1	22	1	3	1	0	1	1	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0
2315	72	2	15	4	3	2	1	2	6	2	3	2	2	21	1	4	0	0	6	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0
2316	21	3	13	4	1	1	2	2	4	2	3	4	2	14	1	6	0	0	6	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0
2317	62	1	16	5	1	2	1	1	5	2	3	2	1	19	1	2	0	0	6	1	1	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0
2318	11	6	13	4	1	1	2	2	2	1	2	1	2	31	1	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
2319	62	3	12	4	1	2	2	2	3	4	3	2	2	19	1	3	1	1	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2320	81	5	16	2	1	2	3	2	2	2	1	7	2	 	1	6	1	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
2321	42	5	14	3	1	2	1	2	5	2	3	2	2	18	1	3	0	0	6	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
2322	61	2	16	5	1	1	2	2	1	1	2	1	2	 	1	2	1	1	1	0	0	0	1	0	1	0	1	0	1	0	0	1	0	1	0	0	0	0
2323	11	6	15	6	3	2	3	2	4	2	2	2	2	21	1	6	0	0	6	1	0	1	1	1	1	1	1	0	0	0	1	0	0	1	0	1	1	0
2324	62	1	19	2	1	2	2	1	4	2	1	2	2	25	1	8	1	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
2325	32	5	12	3	1	1	2	1	6	3	4	5	1	13	1	2	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
2326	71	3	16	3	1	1	3	1	6	2	2	9	1	19	1	5	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
2327	61	3	16	4	1	2	3	1	4	2	1	2	1	18	1	1	0	0	3	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0
2328	81	5	13	3	1	2	2	1	6	2	1	2	2	17	1	1	0	0	3	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0
2329	11	6	14	4	1	1	2	1	1	1	1	1	2	30	1	1	0	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0
2330	81	5	14	6	1	1	1	2	4	2	1	2	2	19	1	3	0	0	1	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0
2331	61	1	15	4	 	1	1	2	6	2	1	9	2	21	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2332	52	1	15	4	1	2	2	2	4	2	4	5	2	15	1	6	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
2333	31	2	13	3	1	2	2	2	4	2	3	2	2	17	1	6	0	0	6	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2334	21	4	12	4	1	1	2	2	2	1	2	1	2	 	1	6	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2335	21	4	16	3	1	2	1	2	2	3	1	7	2	29	1	3	0	0	6	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0
2336	81	4	14	2	1	2	1	2	2	3	4	2	2	19	1	3	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
2337	61	4	15	4	1	2	2	2	3	2	1	1	2	22	1	3	0	0	6	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
2338	52	3	13	4	1	2	1	2	5	2	3	2	2	17	1	3	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2339	62	3	14	6	1	1	1	2	5	2	2	2	2	19	1	3	0	1	6	1	1	1	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0
2340	81	4	15	4	1	2	1	2	3	3	1	6	2	15	1	3	0	0	6	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2341	71	2	15	2	5	1	1	1	6	2	2	2	1	18	1	6	0	0	6	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
2342	71	5	13	6	1	1	2	1	6	2	4	2	1	15	1	3	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
2343	52	1	14	3	1	2	1	2	4	3	4	2	2	16	1	6	1	0	6	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
2344	62	4	14	4	1	2	1	1	6	2	3	2	1	16	1	3	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
2345	72	3	15	4	1	2	3	2	2	1	3	1	2	 	1	1	1	0	2	0	0	0	1	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0
2346	31	1	13	4	1	1	2	2	1	1	3	1	2	 	1	2	0	0	6	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0
2347	21	4	13	4	1	2	1	1	1	1	3	1	1	 	1	6	0	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2348	81	5	16	3	1	1	1	2	2	2	2	6	2	 	1	3	0	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
2349	42	3	15	3	1	1	1	2	5	2	1	6	2	30	1	3	0	1	1	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
2350	81	2	14	4	1	2	2	1	6	2	1	2	1	18	1	8	0	1	1	0	0	0	1	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0
2351	81	4	13	3	1	1	2	1	6	2	2	9	2	22	1	3	1	0	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
2352	42	3	16	3	1	2	1	2	2	2	3	2	2	22	1	3	0	0	6	0	0	1	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0
2353	52	5	15	3	1	2	1	2	2	2	3	6	2	22	1	2	1	0	1	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
2354	81	3	14	2	3	1	2	1	4	3	4	2	1	16	1	2	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2355	53	3	13	4	1	2	2	2	2	1	3	1	2	 	1	6	0	0	6	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0
2356	21	4	16	4	1	1	1	2	4	1	3	6	2	22	1	3	0	0	4	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
2357	62	5	14	4	1	1	1	1	4	2	4	2	1	17	1	6	0	0	3	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0
2358	61	3	13	5	1	2	1	2	5	2	1	2	2	19	1	2	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2359	32	3	14	4	1	2	1	1	6	2	3	2	2	17	1	3	1	0	1	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1
2360	11	6	15	2	1	1	1	2	2	1	3	1	2	27	1	8	1	0	6	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
2361	51	1	16	5	1	1	2	1	1	1	1	1	2	 	1	1	0	0	6	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1
2362	81	2	18	3	1	2	1	1	6	2	4	7	1	23	1	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
2363	81	2	14	4	1	2	1	2	5	2	4	2	1	17	1	3	0	0	6	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
2364	21	2	15	4	1	2	1	2	6	2	1	2	2	21	1	2	1	0	1	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0
2365	21	2	14	4	1	1	1	2	6	2	4	8	2	21	1	6	0	0	1	0	0	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0
2366	53	1	14	4	1	1	2	2	1	1	3	1	2	 	1	1	1	1	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0
2367	71	4	15	3	1	1	1	1	1	1	2	9	2	24	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
2368	71	1	14	4	1	1	1	1	3	2	4	2	1	15	1	6	0	0	6	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2369	61	2	12	4	1	2	2	2	2	1	3	1	2	 	1	2	1	1	3	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2370	81	2	15	3	1	2	3	2	6	5	1	9	1	22	1	2	1	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0
2371	62	1	15	4	1	1	3	2	5	2	1	2	2	20	1	3	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0
2372	61	2	15	5	1	2	1	1	2	1	1	7	2	 	1	3	1	0	6	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
2373	81	2	15	4	1	2	1	2	1	1	3	1	2	 	1	6	1	0	2	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
2374	62	5	18	2	1	2	3	1	2	2	4	1	1	24	1	6	0	0	6	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
2375	11	6	20	2	1	1	1	2	4	4	2	2	1	20	1	3	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
2376	62	2	18	3	1	2	1	2	2	1	3	1	2	 	1	3	0	0	1	0	1	0	1	1	1	0	0	0	1	0	0	1	0	0	1	0	0	0
2377	41	3	13	 	1	1	2	2	5	2	3	2	2	19	1	6	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
2378	21	2	14	4	1	1	2	2	5	2	4	2	1	17	1	3	0	1	1	1	1	0	1	0	0	1	0	0	1	0	0	1	0	1	1	0	0	0
2379	21	2	12	4	1	1	2	2	3	2	3	2	2	20	1	1	1	0	6	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0
2380	41	3	15	1	1	2	3	1	6	2	3	2	1	18	1	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2381	41	4	13	3	1	2	1	1	3	3	4	2	1	15	1	3	1	0	1	0	0	1	1	0	1	1	0	0	1	1	1	1	0	0	0	0	0	0
2382	81	5	13	3	2	1	1	1	3	1	3	1	2	30	1	2	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2383	53	2	14	2	1	2	1	1	6	2	2	2	1	15	1	4	1	0	1	0	1	0	0	1	1	0	0	1	1	0	1	1	0	0	0	0	0	0
2384	42	5	13	5	1	2	2	1	4	2	3	2	1	16	1	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
2385	62	5	12	3	1	1	2	1	1	1	2	1	2	31	1	6	1	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
2386	81	5	14	3	1	1	1	2	6	2	2	2	2	20	1	1	1	0	6	0	0	0	1	1	0	0	0	0	1	0	0	1	0	1	0	0	0	1
2387	81	3	16	2	1	2	1	2	5	2	2	3	1	23	1	3	1	0	1	0	0	0	1	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0
2388	81	4	13	3	1	1	2	2	5	2	1	4	2	19	1	2	0	1	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0
2389	21	2	15	5	1	2	1	2	5	2	1	7	2	31	1	3	0	1	1	1	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0
2390	42	3	14	5	1	2	1	2	4	2	2	6	2	22	1	3	0	0	6	0	0	1	1	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0
2391	81	1	13	4	1	2	1	2	2	1	2	2	2	22	1	6	0	0	5	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0
2392	81	3	16	3	1	2	1	2	3	2	2	6	2	22	1	3	0	0	6	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
2393	31	4	14	5	1	1	2	2	5	2	2	2	1	22	1	1	1	0	1	0	1	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0
2394	11	6	13	3	1	1	1	2	6	2	4	2	1	15	1	3	0	0	6	1	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0
2395	52	4	14	3	1	2	2	1	6	2	2	2	1	17	1	2	0	0	6	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0
2396	53	4	13	2	1	2	1	1	4	2	2	4	1	14	1	2	0	0	6	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0
2397	21	4	14	4	1	1	2	2	6	2	3	2	2	18	1	6	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
2398	11	6	14	4	1	2	1	2	1	1	1	1	2	 	1	2	0	0	6	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0
2399	11	6	14	3	1	2	1	1	3	2	4	2	1	15	1	6	0	0	6	0	0	0	1	1	0	1	0	1	1	1	0	0	0	1	0	1	0	0
2400	81	3	16	3	1	2	1	2	5	2	2	2	1	16	1	1	0	0	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
2401	81	3	14	3	1	2	1	1	3	2	4	2	1	15	1	3	0	0	6	1	0	1	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0
2402	81	5	15	2	1	2	3	2	2	1	4	1	1	31	1	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
2403	52	5	13	5	1	1	2	2	6	2	3	2	2	17	1	3	1	0	1	1	0	0	1	1	0	1	0	0	1	0	1	1	0	1	0	0	0	0
2404	21	3	13	6	1	1	2	2	2	1	4	1	1	 	1	3	1	0	6	0	0	0	1	1	1	1	1	1	1	1	0	1	0	1	0	0	0	0
